step,co,stel_co,twa_co,proj_co,no2,stel_no2,twa_no2,proj_no2,model_ok,x0,x1,x2,x3,x4,x5,x6,x7,rule_co,lp_co,rule_no2,lp_no2
222,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.5583885,0.5084686,0,0,0,0
223,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.5583885,0.5084686,0,0,0,0
224,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.5583885,0.5084686,0,0,0,0
225,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.5583885,0.5084686,0,0,0,0
226,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.5583885,0.5084686,0,0,0,0
227,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.5583885,0.5084686,0,0,0,0
228,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.5583885,0.5084686,0,0,0,0
229,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.5583885,0.5084686,0,0,0,0
230,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.5583885,0.5084686,0,0,0,0
231,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.5583885,0.5084686,0,0,0,0
232,nan,nan,0,nan,nan,nan,0,nan,0,0,0,0,0,0,0,0.5583885,0.5084686,0,0,0,0
