step,co,stel_co,twa_co,proj_co,no2,stel_no2,twa_no2,proj_no2,model_ok,x0,x1,x2,x3,x4,x5,x6,x7,rule_co,lp_co,rule_no2,lp_no2
144,0,0.9348671,0.02759156,0.1972474,0.1232985,0.06175948,0.001822762,0.06737915,0,0,0.03308857,0.03811961,0.01666873,0.008127114,0.01817595,-0.4324794,0.1775609,0,0,0,0
145,0,0.9239966,0.02759156,0.1972474,0,0.06104134,0.001822762,0.05863536,0,0,0,0.0376821,0.01647601,0.008127114,0.01583014,-0.431997,0.1757026,0,0,0,0
146,2.682778,0.9442125,0.02852308,0.5251425,0.1914464,0.06254025,0.001889237,0.08203437,0,0.1067972,0.05105638,0.03849563,0.01687823,0.02153676,0.02209915,-0.434708,0.1776892,0,0,0,0
147,0,0.9334828,0.02852308,0.5251425,0.2786682,0.06499625,0.001985997,0.1152793,0,0,0.07373143,0.0380639,0.01753704,0.02153676,0.03095946,-0.4314146,0.1767788,0,0,0,0
148,0,0.9229942,0.02852308,0.4887342,0.08264944,0.0651946,0.002014694,0.11459,0,0,0.02226357,0.03764175,0.01759023,0.02005393,0.03077629,-0.4344603,0.1769047,0,0,0,0
149,0,0.9127387,0.02852308,0.4887342,0.07940871,0.06535254,0.002042267,0.1075625,0,0,0.02139704,0.03722886,0.01763258,0.02005393,0.02890764,-0.4356479,0.1783858,0,0,0,0
150,0,0.9127387,0.02852308,0.457709,0,0.06535254,0.002042267,0.09254638,0,0,0,0.03722886,0.01763258,0.01878915,0.02490665,-0.4313834,0.1754842,0,0,0,0
151,0,0.8763304,0.02852308,0.4149834,0.1009483,0.0651042,0.002077318,0.1048845,0,0,0.02714667,0.03576208,0.01756599,0.01704556,0.02819491,-0.4308656,0.1750607,0,0,0,0
152,0,0.8763304,0.02852308,0.08708831,0,0.06317236,0.002077318,0.08361267,0,0,0,0.03576208,0.01704782,0.003593913,0.02252102,-0.4325345,0.1752342,0,0,0,0
153,0,0.8763304,0.02852308,0.08708831,0,0.06200494,0.002077318,0.05264953,0,0,0,0.03576208,0.01673459,0.003593913,0.01422205,-0.4320179,0.1762027,0,0,0,0
154,2.577585,0.9049702,0.02941808,0.4021264,0.1283304,0.06254852,0.002121877,0.05915109,0,0.1027552,0.03442296,0.03691601,0.01688045,0.01652047,0.01596861,-0.4269365,0.1785611,0,0,0,0
155,0,0.9049702,0.02941808,0.4021264,0,0.06147085,0.002121877,0.05032789,0,0,0,0.03691601,0.01659127,0.01652047,0.01359786,-0.4330881,0.1744039,0,0,0,0
156,0,0.867076,0.02941808,0.4021264,0,0.06147085,0.002121877,0.04784818,0,0,0,0.03538901,0.01659127,0.01652047,0.01293087,-0.4292766,0.1761762,0,0,0,0
157,0,0.867076,0.02941808,0.4021264,0,0.06147085,0.002121877,0.03514762,0,0,0,0.03538901,0.01659127,0.01652047,0.009509855,-0.4312015,0.1744522,0,0,0,0
158,0,0.8291818,0.02941808,0.4021264,0.06766764,0.06222271,0.002145373,0.04272405,0,0,0.01825328,0.0338604,0.01679303,0.01652047,0.01155161,-0.4265669,0.17624,0,0,0,0
159,3.148269,0.8641625,0.03051123,0.7869149,0.2782598,0.06531449,0.002241991,0.07673358,0,0.1245487,0.07362606,0.03527155,0.01762238,0.03215348,0.02068136,-0.429781,0.1767749,0,0,0,0
160,0,0.8641625,0.03051123,0.5005166,0,0.06531449,0.002241991,0.06247464,0,0,0,0.03527155,0.01762238,0.02053397,0.01686063,-0.4258366,0.1728148,0,0,0,0
161,0,0.7949132,0.03051123,0.5005166,0,0.0639445,0.002241991,0.06247464,0,0,0,0.03247664,0.01725495,0.02053397,0.01686063,-0.4217204,0.1730029,0,0,0,0
162,0,0.7949132,0.03051123,0.5005166,0.08953307,0.06493932,0.002273079,0.07341758,0,0,0.02410243,0.03247664,0.01752177,0.02053397,0.01979372,-0.4295291,0.1739018,0,0,0,0
163,0,0.7949132,0.03051123,0.5005166,0.1697978,0.06682596,0.002332037,0.09170766,0,0,0.04537273,0.03247664,0.01802765,0.02053397,0.02468285,-0.4278981,0.1704706,0,0,0,0
164,0,0.7949132,0.03051123,0.5005166,0.09318699,0.06786137,0.002364393,0.09377043,0,0,0.02507757,0.03247664,0.01830521,0.02053397,0.02523321,-0.4224329,0.1762148,0,0,0,0
